id_puerto;nom_puerto;abreviatura_pais;geometry
IDKDI;Kendari;IDN;POINT (122.5595 -3.966766131999975)
IDSNG;Sinabang;IDN;POINT (96.40129999999999 2.455733867999982)
CLLTA;Lota;CHL;POINT (-73.1617 -37.10176613200002)
TRMRM;Marmaris;TUR;POINT (28.27629999999999 36.85373386800001)
CRXQP;Quepos;CRI;POINT (-84.1687 9.424033867999981)
MXMTT;Minatitlan;MEX;POINT (-94.54039999999998 17.95533386800003)
TRIZT;Izmit;TUR;POINT (29.93669999999997 40.76943386800002)
PYASU;Asuncion;PRY;POINT (-57.6465 -25.27846613200001)
CLPNT;Puerto Natales;CHL;POINT (-72.50970000000001 -51.73996613200001)
PEATI;Atico;PER;POINT (-73.70139999999998 -16.23716613200003)
MGVAT;Vatomandry;MDG;POINT (48.982709688 -19.33490415300002)
DOCBJ;Cabo Rojo;DOM;POINT (-71.6576 17.91233386800002)
GBLIV;Liverpool;GBR;POINT (-3.026299999999992 53.46293386799999)
GBMNC;Manchester;GBR;POINT (-2.229199999999992 53.48543386799997)
ARPMY;Puerto Madryn;ARG;POINT (-65.02809999999999 -42.77376613199999)
PEMLQ;Mollendo;PER;POINT (-72.02620000000002 -17.030066132)
LKJAF;Jaffna;LKA;POINT (80.00630000000001 9.663733868000008)
NIBEF;Bluefields;NIC;POINT (-83.76190000000003 12.00923386800002)
IDPDG;Padang;IDN;POINT (100.371749614 -0.9974055459999818)
COMAM;Mamonal;COL;POINT (-75.504899185 10.31879157100002)
NGONN;Onne;NGA;POINT (7.152099609000004 4.683876451999993)
IDMDC;Manado;IDN;POINT (124.841968085 1.498045632000014)
IDBUG;Banyuwangi;IDN;POINT (114.381259111 -8.212989541000013)
NGWAR;Warri;NGA;POINT (5.724474015999988 5.516646155999979)
MZIBO;Ibo;MOZ;POINT (40.58949999999999 -12.34456613200001)
CVPAL;Palmeira;CPV;POINT (-22.97660000000002 16.75203386800001)
MUPLU;Port Louis;MUS;POINT (57.49610000000001 -20.149866132)
STTMS;Sao Tome;STP;POINT (6.737099999999998 0.3452338679999798)
DEITZ;Itzehoe;DEU;POINT (9.502499999999998 53.92543386800003)
DEHOD;Hochdonn;DEU;POINT (9.29989999999998 54.00053386799999)
DEGRD;Greifswald;DEU;POINT (13.45069999999998 54.100133868)
GBWHV;Whitehaven;GBR;POINT (-3.5976 54.55183386800002)
DKAAB;Aabenraa;DNK;POINT (9.429100000000005 55.03933386800003)
NOFFD;Flekkefjord;NOR;POINT (6.661699999999996 58.29933386800002)
DKSSK;Skaelskor;DNK;POINT (11.29329999999999 55.25053386799999)
LTKLJ;Klaipeda;LTU;POINT (21.11470000000003 55.71253386799998)
SERNB;Ronneby;SWE;POINT (15.28809999999999 56.16293386799998)
SEKLI;Klintehamn;SWE;POINT (18.1807 57.38833386800002)
GBWIC;Wick;GBR;POINT (-3.090199999999982 58.44313386800002)
SENOT;Norrsundet;SWE;POINT (17.1549 60.93473386800002)
NOORK;Orkanger;NOR;POINT (9.851099999999974 63.31733386799999)
NOMLM;Malm;NOR;POINT (11.22329999999999 64.07413386799999)
DKLGR;Logstor;DNK;POINT (9.250499999999988 56.961333868)
CNCAN;Guangzhou;CHN;POINT (113.2933 23.10743386799999)
USPTT;Port Clinton;USA;POINT (-82.9366 41.50893386799999)
USRAC;Racine;USA;POINT (-87.77300000000002 42.71033386800002)
CASNI;Sarnia;CAN;POINT (-82.40730000000002 42.98133386799998)
USASX;Ashland;USA;POINT (-90.8623 46.59353386800001)
CAGOH;Goderich;CAN;POINT (-81.72320000000002 43.749133868)
CAKIN;Kingston;CAN;POINT (-76.5061 44.21973386799999)
USMGN;Morgan City;USA;POINT (-91.21230000000003 29.70393386799998)
USPNS;Pensacola;USA;POINT (-87.20569999999998 30.40523386799998)
FRROS;Roscoff;FRA;POINT (-3.983299999999986 48.72633386799998)
LYBEN;Benghazi;LBY;POINT (20.03957360999999 32.10398736000002)
USGTL;Gretna;USA;POINT (-90.06950000000001 29.91463386800001)
CACHI;Chicoutimi;CAN;POINT (-71.04559999999998 48.43703386800001)
CACRB;Carbonear;CAN;POINT (-53.20460000000003 47.74153386799998)
GBINV;Inverness;GBR;POINT (-4.236199999999997 57.48073386800002)
SEBLA;Blankaholm;SWE;POINT (16.52370000000002 57.58083386800001)
SESTE;Stenungsund;SWE;POINT (11.82190000000003 58.06453386800001)
NOKRS;Kristiansand;NOR;POINT (8.017299999999977 58.13993386800001)
GRJNX;Naxos;GRC;POINT (25.39229999999998 37.12043386800002)
ITPGA;Porto Garibaldi;ITA;POINT (12.2543 44.65553386800002)
HRSPU;Split;HRV;POINT (16.42829999999998 43.50333386800003)
HRZAD;Zadar;HRV;POINT (15.22890000000001 44.110333868)
SESIK;Sikea;SWE;POINT (20.98809999999997 64.149733868)
ITMOL;Molfetta;ITA;POINT (16.58150000000001 41.20933386799999)
ITMFR;Manfredonia;ITA;POINT (15.89830000000001 41.619833868)
ITVSO;Vasto;ITA;POINT (14.71969999999999 42.10683386800002)
ESCCN;Corcubion;ESP;POINT (-9.180600000000027 42.95003386799999)
ITSAL;Salerno;ITA;POINT (14.75310000000002 40.67853386799999)
FRNTE;Nantes;FRA;POINT (-1.568100000000015 47.20643386799998)
FRLEZ;Lezardrieux;FRA;POINT (-3.048099999999977 48.78813386799999)
ITTOA;Torre Annunziata;ITA;POINT (14.4701 40.69733386799999)
FRMRS;Marseille;FRA;POINT (5.369899999999973 43.30323386800001)
GBBLY;Blyth;GBR;POINT (-1.508699999999976 55.130933868)
GBPER;Perth;GBR;POINT (-3.426899999999989 56.39003386799999)
EETLL;Tallinn;EST;POINT (24.74790000000002 59.45413386799999)
NOSEI;Skanevik;NOR;POINT (5.934300000000007 59.73433386800002)
NOBNN;Bronnoysund;NOR;POINT (12.1927 65.45863386799999)
FISVL;Savonlinna;FIN;POINT (28.82409999999999 61.88013386799997)
USCLY;Clayton;USA;POINT (-76.09890000000001 44.23273386800003)
IDSLG;Sibolga;IDN;POINT (98.77030000000002 1.756933870000012)
USMOY;Marinette;USA;POINT (-87.59739999999999 45.07753386799999)
CAVAN;Vancouver;CAN;POINT (-123.1084 49.28383386799999)
USCHG;Cheboygan;USA;POINT (-84.47859999999997 45.65353386800001)
CAWEL;Welland;CAN;POINT (-79.24689999999998 42.99183386800001)
CAGGW;Georgetown;CAN;POINT (-62.54059999999998 46.18123386799999)
CAGOL;Gold River;CAN;POINT (-126.122 49.659933868)
USVDZ;Valdez;USA;POINT (-146.3416 61.12833386800003)
USPON;Port Neches;USA;POINT (-93.9477 29.99333386799998)
USGRY;Gramercy;USA;POINT (-90.67759999999998 30.04823386800001)
USRSF;Reserve;USA;POINT (-90.5548 30.05013386799999)
USGSM;Geismar;USA;POINT (-91.02879999999999 30.204533868)
USEWB;New Bedford;USA;POINT (-70.93049999999999 41.64933386799999)
USMQI;Quincy;USA;POINT (-70.99299999999999 42.25533386799998)
USWAD;Waddington;USA;POINT (-75.18810000000002 44.87793386800001)
CAMNT;Moncton;CAN;POINT (-64.77019999999999 46.08943386800001)
USPXO;Port Orchard;USA;POINT (-122.6368 47.54133386799998)
USOST;Ostrica;USA;POINT (-89.53930000000003 29.36013386799999)
USMRZ;Martinez;USA;POINT (-122.1454 38.02573386799997)
USFDB;Fredericksburg;USA;POINT (-77.45319999999998 38.28373386800001)
USONL;Onset;USA;POINT (-70.66629999999998 41.74813386800002)
USSWC;Sandwich;USA;POINT (-70.476 41.764533868)
USOGS;Ogdensburg;USA;POINT (-75.50240000000002 44.699533868)
CALAD;Ladysmith;CAN;POINT (-123.8073 48.98793386800003)
CAPOW;Powell River;CAN;POINT (-124.5258 49.84573386800002)
ESAVS;Aviles;ESP;POINT (-5.941399999999987 43.594933868)
CAHOP;Hopedale;CAN;POINT (-60.2004 55.45553386799997)
USTWD;Port Townsend;USA;POINT (-122.7564 48.10893386800001)
DKDRA;Dragor;DNK;POINT (12.67790000000002 55.59443386800001)
GBSIL;Silloth;GBR;POINT (-3.405700000000024 54.86043386799997)
GBARD;Ardrossan;GBR;POINT (-4.824099999999987 55.65013386800001)
ITCTA;Catania;ITA;POINT (15.09109999999998 37.48393386800001)
GRMGR;Megara;GRC;POINT (23.39569999999998 37.97873386800001)
BGBOJ;Burgas;BGR;POINT (27.47730000000001 42.49453386800002)
ITVCE;Venice;ITA;POINT (12.3177 45.43193386799999)
USASF;Ashtabula;USA;POINT (-80.81330000000003 41.90353386800001)
USMTM;Metlakatla;USA;POINT (-131.5776 55.12893386799999)
USPYX;Perryville;USA;POINT (-159.139 55.905833868)
USSRT;Sparrows Point;USA;POINT (-76.49180000000001 39.20053386799998)
USEKA;Eureka;USA;POINT (-124.1938 40.79753386800002)
USTIV;Tiverton;USA;POINT (-71.2167 41.647933868)
MAASI;Asilah;MAR;POINT (-6.034241693000013 35.471243738)
TRSRY;Sariyer;TUR;POINT (29.06610000000001 41.17253386800002)
IDBUN;Buatan;IDN;POINT (101.8163 0.7433338679999792)
NOHOL;Holmestrand;NOR;POINT (10.33089999999999 59.48823386800001)
SEHAN;Hargshamn;SWE;POINT (18.49290000000002 60.15973386799999)
NOFOS;Fosnavag;NOR;POINT (5.653099999999995 62.34873386800001)
SEMUN;Munksund;SWE;POINT (21.49970000000002 65.27553386800002)
NONVK;Narvik;NOR;POINT (17.41590000000002 68.43113386800002)
ITRAN;Ravenna;ITA;POINT (12.20229999999998 44.41243386799999)
FRBAS;Bassens;FRA;POINT (-0.5346000000000117 44.90373386800002)
FRVNE;Vannes;FRA;POINT (-2.756899999999973 47.641333868)
GBSOU;Southampton;GBR;POINT (-1.377999999999986 50.91733386800001)
GBBID;Bideford;GBR;POINT (-4.208300000000008 51.02613386799999)
GBWOL;North Woolwich;GBR;POINT (0.05590000000000828 51.499833868)
NLMOE;Moerdijk;NLD;POINT (4.6053 51.69063386800002)
GBCOL;Colchester;GBR;POINT (0.8958999999999833 51.89433386799999)
NLVLA;Vlaardingen;NLD;POINT (4.324299999999994 51.897933868)
NLRTM;Rotterdam;NLD;POINT (4.405899999999974 51.90793386799999)
NLZAA;Zaandam;NLD;POINT (4.821300000000008 52.42973386800003)
GBWIS;Wisbech;GBR;POINT (0.1557000000000244 52.67273386800002)
NLDHR;Den Helder;NLD;POINT (4.781299999999987 52.96073386799998)
JPHIM;Mega;JPN;POINT (134.69145636 34.77546791100002)
IEDUB;Dublin;IRL;POINT (-6.236499999999978 53.36233386800001)
MAAGA;Agadir;MAR;POINT (-9.629200000000026 30.42093386800002)
JPIHA;Niihama;JPN;POINT (133.274062878 33.97982247900001)
JPSMT;Shimotsu;JPN;POINT (135.14001272 34.11834983400001)
PHNUG;Nasugbu;PHL;POINT (120.6251 14.08363387000003)
MAMOH;Mohammedia;MAR;POINT (-7.389400000000023 33.71793386799999)
JPKKW;Kanokawa;JPN;POINT (132.443722 34.19169101699998)
MALAR;Larache;MAR;POINT (-6.151999999999987 35.20493386800001)
PGABW;Abau;PNG;POINT (148.7531 -10.16916613199999)
NZGMN;Greymouth;NZL;POINT (171.2051 -42.44456613199998)
NZKBZ;Kaikoura;NZL;POINT (173.6887 -42.40526613200001)
AUDPO;Devonport;AUS;POINT (146.3559 -41.16636613200001)
BRTUT;Tutoia;BRA;POINT (-42.25959999999998 -2.765366131999997)
MYPDI;Port Dickson;MYS;POINT (101.8017 2.51933386799999)
MYTWU;Tawau;MYS;POINT (117.8713 4.250133867999978)
PHGIN;Gingoog;PHL;POINT (125.1002999999999 8.827133867999976)
VECLM;Catia La Mar;VEN;POINT (-67.02910000000003 10.608733868)
INTEL;Tellicherry;IND;POINT (75.48669999999998 11.742133868)
JPIMI;Imari;JPN;POINT (129.8193 33.30433386800001)
CYKYR;Kyrenia;CYP;POINT (33.34730000000002 35.33673386800001)
RUKHO;Kholmsk;RUS;POINT (142.0505000000001 47.04993386799998)
FITOK;Tolkkinen;FIN;POINT (25.58330000000001 60.32973386800001)
RUKAN;Kandalaksha;RUS;POINT (32.36709999999999 67.15393386800002)
NZWIR;Wairoa;NZL;POINT (177.4340999999999 -39.04826613199998)
AUGEX;Geelong;AUS;POINT (144.3611 -38.14846613200001)
NZOPX;Opua;NZL;POINT (174.1155 -35.312666132)
NCKOU;Kouaoua;NCL;POINT (165.8283 -21.40476613200002)
AUDAM;Dampier;AUS;POINT (116.7049 -20.66416613199999)
SRMOJ;Moengo;SUR;POINT (-54.41230000000002 5.615333867999993)
JPSAG;Saganoseki;JPN;POINT (131.8727 33.24533386799999)
JPONO;Onomichi;JPN;POINT (133.2001 34.403333868)
JPGAM;Gamagori;JPN;POINT (137.2249 34.82393386799998)
RUSKA;Slavyanka;RUS;POINT (131.3851 42.86873386799999)
AUCTN;Cooktown;AUS;POINT (145.2371000000001 -15.462366132)
BRARE;Areia Branca;BRA;POINT (-37.14519999999999 -4.982166131999975)
MYLUM;Lumut;MYS;POINT (100.6295 4.227433867999991)
MYDGN;Dungun;MYS;POINT (103.4087 4.778533868000011)
MYWES;Weston;MYS;POINT (115.5873 5.209933868000007)
VETUR;Turiamo;VEN;POINT (-67.85050000000001 10.461333868)
JPSHN;Shingu;JPN;POINT (136.0127 33.726033868)
JPOWA;Owase;JPN;POINT (136.2177 34.062533868)
JPIZH;Izuhara;JPN;POINT (129.2921 34.18623386799999)
JPHAG;Hagi;JPN;POINT (131.4019 34.418533868)
KRCHG;Changhang;KOR;POINT (126.7247 35.98153386799999)
RUSHA;Shakhtersk;RUS;POINT (142.0667 49.192733868)
RUDKA;De-Kastri;RUS;POINT (140.7707 51.46633386799999)
RUMMK;Murmansk;RUS;POINT (33.05630000000002 68.97813386799999)
VECGU;Ciudad Guayana;VEN;POINT (-62.66340000000002 8.370933868000009)
CNHSI;Huangshi;CHN;POINT (115.1481 30.20933386799999)
CNTSN;Tianjin;CHN;POINT (117.1993 39.12793386800001)
COBUN;Buenaventura;COL;POINT (-77.07296514299998 3.892059754999991)
BRSSA;Salvador;BRA;POINT (-38.4939 -12.939966132)
PRSJU;San Juan;PRI;POINT (-66.10500000000002 18.43033386799999)
UYMVD;Montevideo;URY;POINT (-56.19580000000002 -34.89976613200002)
BRREC;Recife;BRA;POINT (-34.89580000000001 -8.077366132000009)
GYGEO;Georgetown;GUY;POINT (-58.16140000000001 6.809833867999998)
IDSOQ;Sorong;IDN;POINT (131.2469 -0.8853661320000015)
BRCMG;Corumba;BRA;POINT (-57.63130000000001 -19.00376613200001)
KNNEV;Charlestown;KNA;POINT (-62.63290000000001 17.12673386799997)
CUCAI;Caibarien;CUB;POINT (-79.46010000000001 22.529933868)
PESNX;San Nicolas;PER;POINT (-75.2398 -15.27036613199999)
UYFZB;Fray Bentos;URY;POINT (-58.3306 -33.11966613200002)
CLCNR;Chanaral;CHL;POINT (-70.62810000000002 -26.33656613199997)
IDLAH;Labuha;IDN;POINT (127.4573 -0.6412661319999984)
TTPTF;Point Fortin;TTO;POINT (-61.68329999999997 10.17543386800003)
VEPCZ;Puerto La Cruz;VEN;POINT (-64.63760000000002 10.21373386800002)
SARAB;Rabigh;SAU;POINT (39.02569999999997 22.75423386799997)
CLWPU;Puerto Williams;CHL;POINT (-67.61009999999999 -54.92936613199998)
IDTRK;Tarakan;IDN;POINT (117.6115 3.278033868000023)
COTLU;Tolu;COL;POINT (-75.58240000000001 9.531633867999972)
TRDIK;Dikili;TUR;POINT (26.8897 39.08143386799998)
LKTRR;Trincomalee;LKA;POINT (81.23910000000001 8.574533868000003)
ARULA;San Julian;ARG;POINT (-67.71429999999998 -49.31666613200002)
JMMBJ;Montego Bay;JAM;POINT (-77.92619999999999 18.49833386799997)
MGMXM;Morombe;MDG;POINT (43.37213404200003 -21.73584437199997)
HNGJA;Guanaja;HND;POINT (-85.87920000000003 16.45893386799997)
ARSSN;San Sebastian;ARG;POINT (-68.45729999999998 -53.29056613199998)
CLMJS;Mejillones;CHL;POINT (-70.4665 -23.09866613200001)
PAAML;Puerto Armuelles;PAN;POINT (-82.85809999999998 8.277233867999996)
PEPMT;Pimentel;PER;POINT (-79.93389999999999 -6.830666131999976)
DOSNZ;Sanchez;DOM;POINT (-69.6112 19.22573386800002)
PECHY;Chancay;PER;POINT (-77.2749 -11.57896613200001)
IDSUB;Surabaya;IDN;POINT (112.7311 -7.202666130000011)
IDPNK;Pontianak;IDN;POINT (109.347628746 -0.02408021100001179)
IDGRE;Gresik;IDN;POINT (112.6541 -7.146566129999997)
IDMKW;Manokwari;IDN;POINT (134.0733 -0.8646661299999892)
IRABD;Abadan;IRN;POINT (48.27969999999999 30.33753386799998)
FJLEV;Levuka;FJI;POINT (178.8389 -17.68086613200001)
IDMOF;Maumere;IDN;POINT (122.2061 -8.612566130000005)
ECMEC;Manta;ECU;POINT (-80.72230000000002 -0.9402661319999766)
TOPAN;Pangai;TON;POINT (-174.3549 -19.79966613200003)
GWBOL;Bolama;GNB;POINT (-15.48219999999998 11.57893386799998)
GBPRE;Preston;GBR;POINT (-2.678299999999979 53.75063386800002)
DEREN;Rendsburg;DEU;POINT (9.666099999999972 54.31033386799999)
PLGDY;Gdynia;POL;POINT (18.52929999999998 54.53593386799997)
GBGAT;Gateshead;GBR;POINT (-1.577400000000011 54.96513386800001)
GBDUM;Dumfries;GBR;POINT (-3.610099999999989 55.063433868)
GBROY;Rosyth;GBR;POINT (-3.435799999999972 56.02513386800001)
GBINK;Inverkeithing;GBR;POINT (-3.397400000000005 56.03053386800002)
GBKKD;Kirkcaldy;GBR;POINT (-3.151099999999985 56.11903386799997)
SEDEG;Degerhamn;SWE;POINT (16.41090000000003 56.32993386800001)
SEHAD;Halmstad;SWE;POINT (12.84789999999998 56.66213386800001)
NOTVE;Tvedestrand;NOR;POINT (8.940099999999973 58.617133868)
NOSKE;Skien;NOR;POINT (9.61669999999998 59.19633386800001)
NOMOL;Molde;NOR;POINT (7.151099999999985 62.73433386800002)
SEKRF;Kramfors;SWE;POINT (17.7921 62.94113386800001)
PAONX;Colon;PAN;POINT (-79.90600000000001 9.353233868000018)
USSDY;Sandusky;USA;POINT (-82.71069999999997 41.45173386800002)
USCVI;Cape Vincent;USA;POINT (-76.33710000000002 44.13033386799998)
USEYW;Key West;USA;POINT (-81.81 24.55323386800001)
USSOH;South Haven;USA;POINT (-86.28469999999999 42.37693386799998)
USMYG;Myrtle Grove;USA;POINT (-89.94549999999998 29.63853386800002)
USNEB;Neah Bay;USA;POINT (-124.6203 48.36853386799999)
USPSL;Port San Luis;USA;POINT (-120.7405 35.178933868)
GBRHY;Rhyl;GBR;POINT (-3.497000000000014 53.321133868)
GBPHD;Peterhead;GBR;POINT (-1.793499999999995 57.50563386800002)
ITAMA;Amalfi;ITA;POINT (14.61829999999998 40.64393386799998)
ITGAI;Golfo Aranci;ITA;POINT (9.633899999999983 40.99473386800003)
DEWOL;Wolgast;DEU;POINT (13.78649999999999 54.05043386800003)
SEOGR;Oregrund;SWE;POINT (18.45429999999999 60.340833868)
PTCAS;Cascais;PRT;POINT (-9.407899999999984 38.69993386800002)
SEBAS;Bastad;SWE;POINT (12.87270000000001 56.42733386800001)
SEARA;Arboga;SWE;POINT (15.85070000000002 59.39173386800002)
SESFT;Skelleftea;SWE;POINT (20.99869999999999 64.749133868)
NOFNE;Finnsnes;NOR;POINT (18.0421 69.23633386799997)
MGMNJ;Mananjary;MDG;POINT (48.34596917200003 -21.242046125)
VNCPH;Cam Pha;VNM;POINT (107.312607703 20.99978679100002)
UASKD;Skadovsk;UKR;POINT (32.91091918500001 46.109659545)
IDLSW;Lhokseumawe;IDN;POINT (97.15474322 5.17321548000001)
IDGIL;Gilimanuk;IDN;POINT (114.4412621929999 -8.169586859999981)
SBHIR;Honiara;SLB;POINT (159.958117313 -9.430275880000011)
FKPSY;Port Stanley;FLK;POINT (-57.8263 -51.69796613199998)
CUTDZ;Tunas De Zaza;CUB;POINT (-79.55130000000003 21.63333386800002)
GQBSG;Bata;GNQ;POINT (9.760899999999992 1.859533868000028)
CDANG;Ango-Ango;COD;POINT (13.43274128600001 -5.845026157999996)
SGTPN;Tanjong Penjuru;SGP;POINT (103.7317 1.299533868000026)
RUSOG;Sovetskaya Gavan;RUS;POINT (140.2759 48.981033868)
GFDDC;Degrad Des Cannes;GUF;POINT (-52.26580000000001 4.846633868000026)
PEGSM;General San Martin;PER;POINT (-76.29390000000001 -13.80616613199999)
VEGUI;Guiria;VEN;POINT (-62.2937 10.56913386799999)
MXSMI;San Marcos Island;MEX;POINT (-112.084 27.20133386800001)
CUIDS;Isabela De Sagua;CUB;POINT (-80.01499999999999 22.939133868)
IDTJQ;Tanjung Pandan;IDN;POINT (107.6401 -2.758966129999976)
SESOE;Sodertalje;SWE;POINT (17.6345 59.20773386799999)
USPNI;Pine Island;USA;POINT (-82.09960000000001 26.600133868)
USPSJ;Port St Joe;USA;POINT (-85.30500000000001 29.812333868)
CMCMO;Campo;CMR;POINT (9.820299999999975 2.34383386799999)
CMKBI;Kribi;CMR;POINT (9.902699999999982 2.930133867999984)
CMTKC;Tiko;CMR;POINT (9.370099999999979 4.034133868000026)
CMGOU;Garoua;CMR;POINT (13.39890000000003 9.291333867999981)
GPGUS;Gustavia;GLP;POINT (-62.85359999999997 17.89933386799999)
YEMOK;Mokha;YEM;POINT (43.24709999999999 13.33143386799998)
PHBTN;Bataan;PHL;POINT (120.6067 14.50013386799998)
ANSMB;St Michiels Bay;ANT;POINT (-69.01569999999998 12.16383386799998)
CNFAN;Fangcheng;CHN;POINT (108.2795 21.54273386800003)
CMDLA;Douala;CAF COD TCD CMR;POINT (9.693300000000022 4.056733867999981)
OMOPQ;Port Qaboos;OMN;POINT (58.56663729125543 23.6277244167607)
GALBV;Libreville;GAB COD;POINT (9.452699999999993 0.3798338679999915)
GAOWE;Owendo;GAB;POINT (9.506899999999973 0.2879338679999819)
YERAI;Ras Isa (Shore Tanks);;POINT (42.60210000000001 15.12923386799997)
ESROS;Rosas;ESP;POINT (3.168299999999988 42.272233868)
CIPBT;Port Bouet;CIV;POINT (-3.963300000000004 5.237633867999989)
BEGNE;Ghent;BEL;POINT (3.739300000000014 51.05043386800003)
CASJB;St John;CAN;POINT (-66.06060000000002 45.26353386800002)
CAMOL;Mont Louis;CAN;POINT (-65.7287 49.226933868)
USMVI;Mellville;USA;POINT (-71.3066 41.572733868)
BEDOE;Doornzelle;BEL;POINT (3.757499999999993 51.12123386799999)
BRADR;Angra Dos Reis;BRA;POINT (-44.30889999999999 -23.013766132)
IRIMH;Imam Hasan;IRN;POINT (50.2285 29.86353386799999)
EGFAN;Fanara;EGY;POINT (32.3689 30.28113386799998)
INSIK;Sika;IND;POINT (69.8193 22.43623386799999)
JPMTE;Matsue;JPN;POINT (133.0559 35.46353386800001)
DOHAI;Rio Haina;DOM;POINT (-70.02100000000002 18.42093386800002)
VESFD;San Fernando De Apure;VEN;POINT (-67.47620000000001 7.909533867999983)
TTPOS;Port Of Spain;TTO;POINT (-61.52730000000003 10.65443386800001)
GPBBR;Basse Terre;GLP;POINT (-61.72730000000001 15.99333386799998)
KYGEC;Georgetown;CYM;POINT (-81.36840000000001 19.30293386800003)
THLCH;Laem Chabang;THA;POINT (100.901171344 13.06917000999999)
AEKLF;Khor Al Fakkan;ARE;POINT (56.37061090999998 25.34523038899999)
TOTBU;Nukualofa;TON;POINT (-175.2037 -21.132666132)
IDPLA;Pladju;IDN;POINT (104.84345482 -2.988051913999982)
FILOV;Loviisa;FIN;POINT (26.24349999999998 60.45033386799997)
CASSM;Sault Ste Marie;USA;POINT (-84.3562 46.49693386799999)
CAYJT;Stephenville;CAN;POINT (-58.44189999999998 48.50733386799999)
USNEN;Norfolk-Newport News;USA;POINT (-76.4452 36.97793386799998)
FRILR;L'Ile Rousse;FRA;POINT (8.952099999999973 42.64193386800002)
SEKGR;Kungsor;SWE;POINT (16.12090000000001 59.427133868)
UAOCT;Oktyabrsk;UKR;POINT (31.95345639700002 46.836871589)
IDKUA;Kuala Langsa;IDN;POINT (98.02173614499998 4.529709271999991)
IDCEB;Celukan Bawang;IDN;POINT (114.831826671 -8.188276859999974)
GAPOG;Port Gentil;GAB;POINT (8.7851 -0.7155661319999922)
ESSCR;San Carlos De La Rapita;ESP;POINT (0.5930999999999926 40.61593386800001)
ESVZR;Vinaroz;ESP;POINT (0.4811000000000263 40.47953386799998)
GRSYS;Stylis;GRC;POINT (22.60930000000002 38.911033868)
SEMOR;Morbylanga;SWE;POINT (16.38310000000001 56.52933386799998)
UAILK;Ilyichevsk;UKR;POINT (30.640525814 46.340143281)
MXCME;Ciudad Del Carmen;MEX;POINT (-91.8449 18.64803386800003)
PHCGY;Cagayan De Oro;PHL;POINT (124.6625786770001 8.495145580999974)
CISPY;San Pedro;CIV;POINT (-6.628899999999987 4.726033868000002)
USRJM;Rogers;USA;POINT (-83.81580000000002 45.420333868)
SEHNF;Hornefors;SWE;POINT (19.91030000000001 63.62203386800002)
CNLSN;Lanshan;CHN;POINT (119.3631 35.10023386799998)
UASVP;Sevastopol;UKR;POINT (33.52910000000003 44.60713386800001)
UAERD;Berdyansk;UKR;POINT (36.77823543 46.75227035299997)
UAIZM;Izmail;UKR;POINT (28.85138511299999 45.32345709600003)
OMSOH;Sohar;OMN;POINT (56.738278815 24.37698753500001)
TZDAR;Dar Es Salaam;TZA,COD,SSD,UGA,MWI;POINT (39.28949999999998 -6.824566131999973)
TRMER;Mersin;SYR;POINT (34.62569999999999 36.79153386799999)
CASAD;St Andrews;CAN;POINT (-67.05259999999998 45.07313386800001)
USUFG;Chesapeake;USA;POINT (-75.80450000000002 39.52113386799999)
LVLPX;Liepaya;LVA;POINT (21.00490000000002 56.52933386799998)
GRSKA;Skaramanga;GRC;POINT (23.5609 37.98763386799999)
ITCTR;Castellammare Del Golfo;ITA;POINT (12.8843 38.03963386800001)
FRPET;Petit Couronne;FRA;POINT (1.013300000000015 49.38353386799997)
FRTON;Tonnay Charente;FRA;POINT (-0.8906000000000063 45.93973386800002)
TNLSK;La Skhirra;TUN;POINT (10.09429999999998 34.28273386799998)
SCPOV;Port Victoria;SYC;POINT (55.45870000000002 -4.609666131999973)
AEAJM;Ajman;ARE;POINT (55.45729999999998 25.41093387000001)
JPTKS;Tokushima;JPN;POINT (134.593680804 34.05208503199998)
AUCAL;Caloundra Head;AUS;POINT (153.1565000000001 -26.80806613200002)
PETDM;Tambo De Mora;PER;POINT (-76.18509999999998 -13.45816613199997)
INNEE;Neendhakara;IND;POINT (76.54250000000002 8.928933868000001)
JPHEI;Heianza;JPN;POINT (127.9105 26.32053386799998)
JPMBE;Monbetsu;JPN;POINT (143.3625 44.34933386799997)
RUARH;Arkhangelsk;RUS;POINT (40.52910000000003 64.56153386800003)
JPYWH;Yawatahama;JPN;POINT (132.4223 33.457933868)
JPFNK;Funakawa;JPN;POINT (139.8570999999999 39.87533386799998)
RUNEV;Nevelsk;RUS;POINT (141.8573 46.658333868)
BRSLZ;Saa Luiz;BRA;POINT (-44.28899999999999 -2.521166132000019)
INBHM;Bheemunipatnam;IND;POINT (83.46609999999998 17.89073386799998)
GRMJT;Mytilene;GRC;POINT (26.57310000000001 39.09213386800002)
ILAKL;Ashkelon;ISR;POINT (34.55747338600003 31.68119082300001)
CLCHB;Chacabuco;CHL;POINT (-72.83409999999998 -45.477066132)
GTSTC;Santo Tomas De Castilla;GTM;POINT (-88.61079999999998 15.69533386799998)
THKSI;Koh Si Chang;THA;POINT (100.814229651 13.16069136099998)
EGSSH;Sharm El Sheikh;EGY;POINT (34.29430000000002 27.85073386800002)
LYDNF;Derna;LBY;POINT (22.65131041299998 32.76385849399998)
AEFJR;Fujairah;ARE;POINT (56.35600040700001 25.127694432)
IRHOR;Hormuz;IRN;POINT (56.4513 27.09553386800002)
